Publication.Year,Study.Name,Study.Name.numbered,Title,Original.Source.Verified,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,No.Breeding.Seasons,Order,Family,Common.Name,Latin.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Study,IUCN.Status.Current,IUCN.Status.Current_SUB,Threat_Status,Threat_Status_SUB,IUCN.Status.Current.Parent,Regional.Threat.Status,Location,Latitude,Longitude,Wild.Managed.Captive,Population.Type,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Artificial.Insemination,Nest.Habitat.Protection,Predator.Control_Exclusion,Fostering,Egg.pulling,Other,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,CS.BoW,CS.NZBO,CS.Johnsen,Av.Clutch.Size.Study,Av.Clutch.Size.Mean,Clutch.Size.Cooney,Experimental.Manipulation,SS.Pairs,SS.Individuals,SS.Females,SS.Males,SS.Nests,SS.Clutches,SS.Nest.Clutch,SS.Eggs,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.CS,Egg.BoW.CS,Total,Cases,Hatching.Failure.Definition,Hatching.Success.Definition,Standardised.Hatching.Success.Definition,Hatchability.Definition,Standardised.Hatchability.Definition,Other.Definition
2010,DuRant et al. 2010,DuRant et al. 2010 (03),Slight differences in incubation temperature affect early growth and stress endocrinology of wood duck (Aix sponsa) ducklings,YES,YES,YES,NA,NA,1,Anseriformes,Anatidae,Wood Duck,Aix_sponsa,Aix_sponsa,Aix_sponsa,NA,LC,LC,Non-threatened,Non-threatened,NA,,"Department of Energy's Savannah River Site, west-central South Carolina, USA",33.343994,-81.734944,Wild managed,Incubation Temperature = 35.9°C,Artificial,Yes,No,No,No,No,No,Yes,No,33,67,0,0,,,NA,12,12,11.525,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,55,36.85,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Eeva et al. 2009,Eeva et al. 2009 (01),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,YES,YES,NO,1996,2008,13,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,Southwest Finland,61.333333,22.166667,Wild managed,Zone I - heavily polluted,Natural,Yes,No,No,No,No,No,No,No,17.3,82.7,1.55,NA,,,NA,10.3 ± 0.18,10.3,7.7625,NA,NA,NA,NA,NA,137,NA,137,NA,1411.1,1063.4625,NA,NA,1411.1,1166.9797,Not stated,Not stated,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,NA,[Hatching Probability] % hatchlings/eggs
2009,Eeva et al. 2009,Eeva et al. 2009 (02),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,YES,YES,NO,1996,2008,13,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,Southwest Finland,61.333333,22.166667,Wild managed,Zone II - moderately polluted,Natural,Yes,No,No,No,No,No,No,No,14.9,85.1,1.59,NA,,,NA,10.1 ± 0.22,10.1,7.7625,NA,NA,NA,NA,NA,88,NA,88,NA,888.8,683.1,NA,NA,888.8,756.3688,Not stated,Not stated,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,NA,[Hatching Probability] % hatchlings/eggs
2009,Eeva et al. 2009,Eeva et al. 2009 (03),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,YES,YES,NO,1996,2008,13,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,Southwest Finland,61.333333,22.166667,Wild managed,Zone III - unpolluted,Natural,Yes,No,No,No,No,No,No,No,16.5,83.5,1.61,NA,,,NA,9.79 ± 0.2,9.79,7.7625,NA,NA,NA,NA,NA,105,NA,105,NA,1027.95,815.0625,NA,NA,1027.95,858.33825,Not stated,Not stated,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,NA,[Hatching Probability] % hatchlings/eggs
2009,Eeva et al. 2009,Eeva et al. 2009 (04),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,YES,YES,NO,1996,2008,13,Passeriformes,Paridae,Great Tit,Parus_major,Parus_major,Parus_major,Not Recognised (NR),LC,LC,Non-threatened,Non-threatened,NA,,Southwest Finland,61.333333,22.166667,Wild managed,Zone I - heavily polluted,Natural,Yes,No,No,No,No,No,No,No,12.9,87.1,1.1,NA,,,NA,8.53 ± 0.15,8.53,8.4625,NA,NA,NA,NA,NA,382,NA,382,NA,3258.46,3232.675,NA,NA,3258.46,2838.11866,Not stated,Not stated,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,NA,[Hatching Probability] % hatchlings/eggs
2009,Eeva et al. 2009,Eeva et al. 2009 (05),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,YES,YES,NO,1996,2008,13,Passeriformes,Paridae,Great Tit,Parus_major,Parus_major,Parus_major,Not Recognised (NR),LC,LC,Non-threatened,Non-threatened,NA,,Southwest Finland,61.333333,22.166667,Wild managed,Zone II - moderately polluted,Natural,Yes,No,No,No,No,No,No,No,12.3,87.7,1.07,NA,,,NA,8.96 ± 0.16,8.96,8.4625,NA,NA,NA,NA,NA,342,NA,342,NA,3064.32,2894.175,NA,NA,3064.32,2687.40864,Not stated,Not stated,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,NA,[Hatching Probability] % hatchlings/eggs
2009,Eeva et al. 2009,Eeva et al. 2009 (06),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,YES,YES,NO,1996,2008,13,Passeriformes,Paridae,Great Tit,Parus_major,Parus_major,Parus_major,Not Recognised (NR),LC,LC,Non-threatened,Non-threatened,NA,,Southwest Finland,61.333333,22.166667,Wild managed,Zone III - unpolluted,Natural,Yes,No,No,No,No,No,No,No,8.5,91.5,0.79,NA,,,NA,9.21 ± 0.15,9.21,8.4625,NA,NA,NA,NA,NA,394,NA,394,NA,3628.74,3334.225,NA,NA,3628.74,3320.2971,Not stated,Not stated,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,NA,[Hatching Probability] % hatchlings/eggs
2006,Elliott et al. 2006,Elliott et al. 2006,Productivity of kakapo (Strigops habroptilus) on offshore island refuges,YES,YES,NO,1981,2002,22,Psittaciformes,Strigidae,Kakapo/Kākāpō,Strigops_habroptila/Strigops_habroptilus,Strigops_habroptila,Strigops_habroptila,CR,CR,CR,Threatened,Threatened,NA,,"Stewart Island, Little Barrier Island, Codfish Island, Pearl Island, Maud Island, New Zealand",-43.6384264,170.4263372,Wild managed,Translocated,Artificial,No,Yes,No,Yes,Yes,Yes,Yes,Egg-warming,56.84931507,43.15068493,0,0,,,NA,NA,NA,2.275,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,146,63,"""",% eggs laid that hatched,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA
2014,Fargallo et al. 2014,Fargallo et al. 2014,Eggshell pigmentation has no evident effects on offspring viability in common kestrels,YES,YES,YES,2009,2009,1,Falconiformes,Falconidae,Common Kestrel/Eurasian Kestrel/Mediterranean Kestrel,Falco_tinnunculus,Falco_tinnunculus,Falco_tinnunculus,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Campo Azálvaro, central Spain",40.733447,-4.548745,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,6.201550388,93.79844961,0,0,,,NA,3-7 eggs,5,4.475,NA,NA,NA,NA,NA,25,NA,25,129,125,111.875,NA,NA,129,121,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2018,Ferreira-Rodriguez & Pombal 2018,Ferreira-Rodriguez & Pombal 2018,Predation pressure on the hatching of the Kentish plover (Charadrius alexandrinus) in clutch protection projects: A case study in north Portugal,YES,YES,NO,2012,2016,5,Charadriiformes,Charadriidae,Kentish Plover/Snowy Plover,Charadrius_alexandrinus,Charadrius_alexandrinus,Charadrius_alexandrinus,LC,LC,LC,Non-threatened,Non-threatened,NA,,Portugal,41.8,-8.85,Wild managed,,Natural,No,No,No,No,Yes,No,No,No,0,100,0,0,,,NA,3,3,2.985,NA,NA,NA,NA,NA,NA,208,208,NA,624,620.88,NA,NA,624,624,"""","Calculated by using the method developed by Mayfield (1961, 1975)","Mayfield Method (1961, 1975)",NA,NA,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (01),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild,"Parasitising ﻿Chalk-browed Mockingbirds, Mimus saturninus",Natural,No,No,No,No,No,No,No,No,0,100,0,NA,,,NA,2.2,2.2,NA,Synchronous parasitism and reduced clutch,NA,NA,NA,NA,7,NA,7,NA,15.4,NA,NA,NA,15.4,15.4,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (02),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild,"Parasitising ﻿Chalk-browed Mockingbirds, Mimus saturninus",Natural,No,No,No,No,No,No,No,No,13.9874739,86.0125261,7.72,NA,,,NA,2.2,2.2,NA,Synchronous parasitism and normal clutch,NA,NA,NA,NA,22,NA,22,NA,48.4,NA,NA,NA,48.4,41.63006263,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (03),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild,"Parasitising ﻿Chalk-browed Mockingbirds, Mimus saturninus",Natural,No,No,No,No,No,No,No,No,0,100,0,NA,,,NA,2.2,2.2,NA,Asynchronous parasitism and reduced clutch,NA,NA,NA,NA,5,NA,5,NA,11,NA,NA,NA,11,11,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (04),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild,"Parasitising ﻿Chalk-browed Mockingbirds, Mimus saturninus",Natural,No,No,No,No,No,No,No,No,4.5929019,95.4070981,4.59,NA,,,NA,2.2,2.2,NA,Asynchronous parasitism and normal clutch,NA,NA,NA,NA,19,NA,19,NA,41.8,NA,NA,NA,41.8,39.88016701,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (05),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild managed,"Parasitising ﻿﻿House Wrens, Troglodytes aedon",Natural,Yes,No,No,No,No,No,No,No,18.7891441,81.2108559,9.6,NA,,,NA,1.7,1.7,NA,Synchronous parasitism and reduced clutch,NA,NA,NA,NA,16,NA,16,NA,27.2,NA,NA,NA,27.2,22.0893528,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (06),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild managed,"Parasitising ﻿﻿House Wrens, Troglodytes aedon",Natural,Yes,No,No,No,No,No,No,No,10.0208768,89.9791232,7.2,NA,,,NA,1.7,1.7,NA,Synchronous parasitism and normal clutch,NA,NA,NA,NA,19,NA,19,NA,32.3,NA,NA,NA,32.3,29.06325679,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (07),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild managed,"Parasitising ﻿﻿House Wrens, Troglodytes aedon",Natural,Yes,No,No,No,No,No,No,No,29.1231733,70.8768267,11.17,NA,,,NA,1.7,1.7,NA,Asynchronous parasitism and reduced clutch,NA,NA,NA,NA,17,NA,17,NA,28.9,NA,NA,NA,28.9,20.48340292,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2009,Fiorini et al. 2009,Fiorini et al. 2009 (08),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,YES,YES,YES,2002,2006,4,Passeriformes,Icteridae,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,Molothrus_bonariensis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Magdalena, Buenos Aires, Argentina",-35.133333,-57.383333,Wild managed,"Parasitising ﻿﻿House Wrens, Troglodytes aedon",Natural,Yes,No,No,No,No,No,No,No,32.9853862,67.0146138,14.09,NA,,,NA,1.7,1.7,NA,Asynchronous parasitism and normal clutch,NA,NA,NA,NA,12,NA,12,NA,20.4,NA,NA,NA,20.4,13.67098122,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2015,Fouzari et al. 2015,Fouzari et al. 2015,Nesting ecology of ferruginous duck Aythya nyroca in North-Eastern Algeria,YES,YES,NO,2013,2013,1,Anseriformes,Anatidae,Ferruginous Duck,Aythya_nyroca,Aythya_nyroca,Aythya_nyroca,NT,NT,NT,Non-threatened,Non-threatened,NA,,"Lake Tonga, El Kala National Park, Algeria",36.883333,8.516667,Wild,,Natural,No,No,No,No,No,No,No,No,19.34,80.66,NA,NA,,,NA,9.51 ± 1.84,9.51,8.975,NA,NA,NA,NA,NA,NA,58,58,NA,551.58,520.55,NA,NA,551.58,444.904428,Not stated,Not stated,Not stated,NA,NA,NA
2005,Friedl & Klump 2005,Friedl & Klump 2005,Extrapair fertilizations in Red Bishops (Euplectes orix): Do females follow conditional extrapair strategies?,YES,YES,YES,1993,1997,4,Passeriformes,Ploceidae,Southern Red Bishop/Red Bishop,Euplectes_orix,Euplectes_orix,Euplectes_orix,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,"Addo Elephant National Park, Eastern Cape, South Africa",-33.433333,25.75,Wild,,Natural,No,No,No,No,No,No,No,No,8.571428571,91.42857143,0,0,,,NA,2-4 eggs,3,3.075,NA,NA,NA,NA,NA,NA,403,403,1190,1209,1239.225,NA,NA,1190,1088,Not stated,Not stated,Not stated,Not stated,Not stated,NA
2017,Fu et al. 2017,Fu et al. 2017,Unusual incubation behavior and embryonic tolerance of hypothermia in the Sichuan Partridge (Arborophila rufipectus),YES,YES,NO,2010,2015,6,Galliformes,Phasianidae,Sichuan Partridge,Arborophila_rufipectus,Arborophila_rufipectus,Arborophila_rufipectus,EN,EN,EN,Threatened,Threatened,NA,,"Laojunshan National Nature Reserve, southwest China",28.693611,104.015,Wild,,Natural,No,No,No,No,No,No,No,No,11.6,88.4,0,0,,,NA,5.0 ± 0.9,5,NA,NA,NA,NA,NA,NA,8,NA,8,43,40,NA,NA,NA,43,38.012,Not stated,Not stated,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched) [Hatching Rate],NA,NA,[Hatching Rate] Proportion of hatched eggs in successful nests (at least one egg hatched)
2011,Garcia-Navas & Jose Sanz 2011,Garcia-Navas & Jose Sanz 2011 (01),Females call the shots: breeding dispersal and divorce in blue tits,YES,YES,NO,2006,2010,5,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"Quintos de Mora, Toledo Province, central Spain",39.416667,-4.066667,Wild managed,Female Disperser,Natural,Yes,No,No,No,No,No,No,No,27.5,72.5,3.75,NA,,,NA,7.90 ± 0.31,7.9,7.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proportion of unhatched eggs,"""",Percentage/Proportion of eggs that hatched,NA,NA,NA
2011,Garcia-Navas & Jose Sanz 2011,Garcia-Navas & Jose Sanz 2011 (02),Females call the shots: breeding dispersal and divorce in blue tits,YES,YES,NO,2006,2010,5,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"Quintos de Mora, Toledo Province, central Spain",39.416667,-4.066667,Wild managed,Male Disperser,Natural,Yes,No,No,No,No,No,No,No,19.13,80.87,3.89,NA,,,NA,8.10 ± 0.48,8.1,7.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proportion of unhatched eggs,"""",Percentage/Proportion of eggs that hatched,NA,NA,NA
2011,Garcia-Navas & Jose Sanz 2011,Garcia-Navas & Jose Sanz 2011 (03),Females call the shots: breeding dispersal and divorce in blue tits,YES,YES,NO,2006,2010,5,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"Quintos de Mora, Toledo Province, central Spain",39.416667,-4.066667,Wild managed,Male Resident,Natural,Yes,No,No,No,No,No,No,No,18.05,81.95,2.5,NA,,,NA,7.88 ± 2.5,7.88,7.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proportion of unhatched eggs,"""",Percentage/Proportion of eggs that hatched,NA,NA,NA
2011,Garcia-Navas & Jose Sanz 2011,Garcia-Navas & Jose Sanz 2011 (04),Females call the shots: breeding dispersal and divorce in blue tits,YES,YES,NO,2006,2010,5,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"Quintos de Mora, Toledo Province, central Spain",39.416667,-4.066667,Wild managed,Female Resident,Natural,Yes,No,No,No,No,No,No,No,15.12,84.88,2.51,NA,,,NA,8.26 ± 0.29,8.26,7.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proportion of unhatched eggs,"""",Percentage/Proportion of eggs that hatched,NA,NA,NA
2008,Garcia-Navas et al. 2008,Garcia-Navas et al. 2008 (01),Nestbox use and reproductive parameters of Tree Sparrows Passer montanus: Are they affected by the presence of old nests?,YES,YES,NO,2006,2007,1,Passeriformes,Passeridae,Eurasian Tree Sparrow/Tree Sparrow,Passer_montanus,Passer_montanus,Passer_montanus,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Castilla-La Mancha University, Toledo, central Spain",39.85,-4.016667,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,17.18,82.82,NA,5.14,,,NA,5.00 ± 0.10,5,4.8375,Nestboxes left with old nest material - no sig. effect on HS%,NA,NA,NA,NA,48,NA,48,NA,240,232.2,NA,NA,240,198.768,"""",Number of eggs hatched/number laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA
2008,Garcia-Navas et al. 2008,Garcia-Navas et al. 2008 (02),Nestbox use and reproductive parameters of Tree Sparrows Passer montanus: Are they affected by the presence of old nests?,YES,YES,NO,2006,2007,1,Passeriformes,Passeridae,Eurasian Tree Sparrow/Tree Sparrow,Passer_montanus,Passer_montanus,Passer_montanus,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Castilla-La Mancha University, Toledo, central Spain",39.85,-4.016667,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,18.5,81.5,NA,4.19,,,NA,4.97 ± 0.1,4.97,4.8375,Nestboxes emptied - no sig. effect on HS% - took mean,NA,NA,NA,NA,42,NA,42,NA,208.74,203.175,NA,NA,208.74,170.1231,"""",Number of eggs hatched/number laid,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA
2020,Gill et al. 2020,Gill et al. 2020,Genetic monogamy despite frequent extrapair copulations in “strictly monogamous” wild jackdaws,YES,YES,NO,2017,2017,1,Passeriformes,Corvidae,Eurasian Jackdaw/Western Jackdaw,Corvus_monedula,Corvus_monedula,Corvus_monedula,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Starnberg, Bavaria, Germany",48,11.339,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,9.210526316,90.78947368,0,0,,,NA,5 ± 1.15,5,4.5,NA,NA,NA,NA,NA,16,NA,16,76,80,72,NA,NA,76,69,Not stated,Not stated,Not stated,NA,NA,NA
2017,Glądalski et al. 2017,Glądalski et al. 2017 (01),Differences in the breeding success of blue tits Cyanistes caeruleus between a forest and an urban area: a long-term study,YES,YES,YES,2002,2015,14,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"﻿Near Łódź, central Poland",51.75,19.4,Wild managed,Urban Parkland,Natural,Yes,No,No,No,No,No,No,No,14.11411411,85.88588589,0,0,,,NA,NA,NA,7.7625,NA,NA,NA,NA,NA,NA,312,312,3330,NA,2421.9,NA,NA,3330,2860,"""",Number of hatchlings in relation to clutch size,Percentage/Proportion of eggs that hatched relative to clutch size,Not stated,Not stated,NA
2017,Glądalski et al. 2017,Glądalski et al. 2017 (02),Differences in the breeding success of blue tits Cyanistes caeruleus between a forest and an urban area: a long-term study,YES,YES,YES,2002,2015,14,Passeriformes,Paridae,Eurasian Blue Tit,Cyanistes_caeruleus/Parus_caeruleus,Cyanistes_caeruleus,Parus_caeruleus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"﻿Near Łódź, central Poland",51.75,19.4,Wild managed,Deciduous forest,Natural,Yes,No,No,No,No,No,No,No,14.50848796,85.49151204,0,0,,,NA,NA,NA,7.7625,NA,NA,NA,NA,NA,NA,441,441,5066,NA,3423.2625,NA,NA,5066,4331,"""",Number of hatchlings in relation to clutch size,Percentage/Proportion of eggs that hatched relative to clutch size,Not stated,Not stated,NA
